pickup_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_distance,speed
2025-03-01 06:38:00,40.68741553574587,-73.94789741275825,40.56990377211465,-73.82159237317077,8.924607278388478,29.258375546241194
2025-03-01 12:40:00,40.5889354056234,-74.01817365050387,40.588035139411886,-73.9501514656572,10.405642105734046,48.20851910605081
2025-03-01 02:13:00,40.68640204862931,-73.86741189856386,40.563966838880305,-74.03247577095412,5.127119160335061,35.05271898760627
2025-03-01 18:54:00,40.62320525473619,-73.89520553074863,40.76815198945681,-73.91221069881061,13.268868403343893,86.55268544250205
2025-03-01 10:48:00,40.894291843021065,-73.72975896462066,40.56727381066165,-73.98696056036738,1.5995006459810903,8.144386018195892
2025-03-01 01:09:00,40.65269391195976,-73.72023369536063,40.79239621916304,-73.7867498324132,11.381380785619296,37.213868986269624
2025-03-01 20:28:00,40.82121861557985,-73.9840698959782,40.766045132634645,-73.99277842361735,11.399359122216358,97.64887194783644
2025-03-01 07:53:00,40.64739039815464,-73.76545550852975,40.65737814809174,-73.98971455917737,11.857469801870835,41.636106197909214
2025-03-01 01:48:00,40.8648466011197,-73.71949907418443,40.654316410688374,-73.77672078729054,7.132122818970123,47.232531410205404
2025-03-01 09:58:00,40.830830896863915,-73.93300599165792,40.580726353483335,-73.79466477655708,5.552423671374271,27.58773296871058
2025-03-01 02:24:00,40.57337533848385,-73.99862879645954,40.63857375387737,-73.94986788916016,1.6053615915635402,7.957080934717765
2025-03-01 11:49:00,40.7188185970812,-73.93405017756426,40.65211536934383,-74.01884411974403,4.9144658529848275,76.18883941474759
2025-03-01 23:35:00,40.55049597102731,-73.90975408914004,40.80833656988675,-73.86694113956095,4.953567214742541,19.736927694603345
2025-03-01 02:39:00,40.77859413093797,-73.84645009013715,40.81441730803162,-73.87926656366733,6.251814585993551,113.84879604343455
2025-03-01 01:54:00,40.64975735056473,-73.8884311889849,40.87439974754809,-73.76097042211835,14.585305869312958,29.84682855971251
2025-03-01 07:27:00,40.860890718469136,-73.79449052652878,40.66936760156881,-73.89765989309578,2.642338607789722,6.746176215102112
2025-03-01 02:02:00,40.82904133029223,-73.9700056381748,40.6216468719041,-74.01438901660237,3.529389710051777,7.285324156263739
